locatie omschrijving,date,BADGT_n,CHLFa_ug/l_blauwalg,E_COLI_nKVE/dl,INTTNLETRCCN_nKVE/dl,O2_%,O2_mg/l,T_oC,ZICHT_m,FG,TG,SQ,DR,RH,PG,UG,EV24
5m epilymnion 1991,2016-09-12,,7.7,,,45.0,4.1,19.7,,2.8,21.8,8.3,0.0,0.0,1015.8,77,2.8
5m epilymnion 1991,2016-10-10,,3.4,,,84.0,8.7,13.9,,1.9,8.8,6.9,0.0,0.0,1024.2,81,1.4
5m epilymnion 1991,2016-11-07,,,,,80.0,9.0,9.1,,3.8,4.9,1.0,2.2,0.8,1007.6,88,0.2
5m epilymnion 1991,2016-12-05,,,,,77.0,9.6,5.8,,1.7,-1.0,6.5,0.0,0.0,1026.7,82,0.4
5m epilymnion 1991,2017-01-09,,,,,93.0,11.8,4.8,,5.2,5.4,0.0,5.9,6.7,1019.1,96,0.1
5m epilymnion 1991,2017-02-06,,,,,92.0,12.0,4.0,,2.0,4.4,0.0,0.0,0.0,1017.8,91,0.2
5m epilymnion 1991,2017-03-06,,0.5,,,99.0,12.1,5.6,,2.2,5.9,4.4,1.3,2.5,1001.3,89,1.1
5m epilymnion 1991,2017-04-03,,0.5,,,108.0,12.2,9.9,,1.7,9.1,4.0,0.0,0.0,1026.7,84,1.4
5m epilymnion 1991,2017-05-01,,0.5,,,117.0,12.6,11.2,,4.0,11.9,0.7,1.9,0.4,1010.7,69,1.5
5m epilymnion 1991,2017-06-12,,0.5,,,77.0,7.5,16.2,,8.0,16.3,4.0,0.0,0.0,1015.6,71,2.7
5m epilymnion 1991,2017-07-10,,1.6,,,75.0,6.7,19.8,,3.4,19.2,2.9,0.3,0.1,1008.4,73,2.9
5m epilymnion 1991,2017-08-14,,1.2,,,71.0,6.6,18.4,,3.0,18.4,6.8,0.0,0.0,1018.5,74,3.2
5m epilymnion 1991,2017-09-25,,1.7,,,105.0,10.5,15.1,,3.6,14.6,3.7,0.0,0.0,1021.7,88,1.5
5m epilymnion 1991,2017-10-02,,0.5,,,80.0,7.9,15.6,,8.7,15.7,2.3,1.3,0.4,1010.4,74,1.0
5m epilymnion 1991,2017-11-06,,,,,78.0,8.4,11.4,,2.1,6.0,6.0,0.2,0.2,1023.7,84,0.7
5m epilymnion 1991,2017-12-04,,,,,95.0,11.4,7.7,,4.1,7.3,0.2,1.6,1.6,1029.7,87,0.2
5m epilymnion 1991,2018-01-08,,0.5,,,96.0,12.6,3.9,,6.7,0.9,6.7,0.0,0.0,1023.8,76,0.4
5m epilymnion 1991,2018-02-05,,0.5,,,96.0,12.5,4.3,,5.6,1.3,2.9,0.0,0.0,1026.5,78,0.5
5m epilymnion 1991,2018-03-12,,,,,105.0,13.2,4.3,,4.0,9.8,2.2,2.1,0.7,991.1,87,1.0
5m epilymnion 1991,2018-04-03,,0.5,,,103.0,12.3,6.7,,6.1,11.9,3.5,5.3,12.2,998.0,84,1.7
5m epilymnion 1991,2018-05-07,,0.5,,,101.0,10.5,14.0,,3.0,19.0,14.2,0.0,0.0,1018.0,59,4.8
5m epilymnion 1991,2018-06-04,,0.5,,,50.0,5.1,14.3,,3.5,17.7,3.5,0.0,0.0,1015.1,82,3.1
5m epilymnion 1991,2018-07-02,,0.5,,,80.0,7.4,18.9,,6.0,20.5,15.3,0.0,0.0,1017.4,43,5.7
5m epilymnion 1991,2018-08-27,,0.5,,,87.0,8.1,18.1,,6.4,17.6,2.0,1.8,3.8,1010.4,77,1.6
5m epilymnion 1991,2018-09-10,,0.5,,,101.0,9.6,17.8,,5.2,17.3,1.4,0.0,0.0,1020.5,79,1.4
5m epilymnion 1991,2018-10-08,,0.5,,,90.0,9.2,13.9,,4.1,11.2,7.3,0.0,0.0,1021.1,83,1.5
5m epilymnion 1991,2018-11-05,,0.5,,,79.0,8.8,9.7,,3.5,7.9,2.1,0.0,0.0,1008.1,94,0.5
5m epilymnion 1991,2018-12-03,,0.5,,,99.0,11.4,8.0,,7.8,11.2,1.0,1.5,2.0,999.2,87,0.3
5m epilymnion 1991,2019-01-07,,0.5,,,85.0,10.3,6.5,,6.8,7.7,0.0,0.9,0.7,1027.7,89,0.1
5m epilymnion 1991,2019-02-04,,0.5,,,101.0,13.2,3.5,,7.6,2.0,0.0,7.6,2.6,1021.9,91,0.1
5m epilymnion 1991,2019-03-06,,0.5,,,91.0,10.8,6.9,,6.8,9.4,0.0,7.9,2.3,996.0,87,0.4
5m epilymnion 1991,2019-04-01,,0.5,,,105.0,12.4,8.2,,4.8,8.1,11.9,0.0,0.0,1020.8,58,2.7
5m epilymnion 1991,2019-05-06,,4.4,,,89.0,9.5,12.0,,3.7,7.6,2.1,0.0,-0.1,1020.1,74,1.6
5m epilymnion 1991,2019-06-03,,0.8,,,85.0,8.2,16.6,,4.5,16.5,5.7,0.0,0.0,1013.2,67,3.0
5m epilymnion 1991,2019-07-01,,0.9,,,74.0,6.9,19.0,,6.0,18.0,12.9,0.0,0.0,1018.3,69,4.5
5m epilymnion 1991,2019-08-12,,1.3,,,76.0,7.0,18.4,,3.7,16.1,4.3,3.9,7.7,1013.7,82,1.9
5m epilymnion 1991,2019-09-09,,0.5,,,82.0,7.7,17.6,,2.4,13.1,6.2,0.0,-0.1,1015.2,76,2.0
5m epilymnion 1991,2019-10-07,,0.5,,,86.0,8.9,13.4,,5.1,9.8,0.9,2.0,1.5,1015.3,87,0.7
5m epilymnion 1991,2019-11-04,,0.5,,,90.0,9.6,11.0,,4.0,10.3,2.0,0.3,0.1,987.1,92,0.5
5m epilymnion 1991,2019-12-02,,0.5,,,86.0,10.2,7.7,,3.0,5.6,4.1,2.1,3.5,1026.7,90,0.4
5m epilymnion 1991,2020-01-06,,0.5,,,91.0,11.3,5.7,,5.7,6.0,3.2,1.0,0.7,1023.3,85,0.3
5m epilymnion 1991,2020-02-04,,0.5,,,91.0,11.1,6.3,,7.4,5.4,2.4,2.5,2.7,1015.8,84,0.4
5m epilymnion 1991,2020-03-03,,0.5,,,91.0,10.9,6.1,,4.8,4.5,7.5,1.8,1.4,1001.7,84,1.2
5m epilymnion 1991,2020-04-06,,0.5,,,109.0,12.3,9.6,,5.7,13.1,8.7,0.0,-0.1,1019.4,63,2.7
5m epilymnion 1991,2020-05-06,,2.9,,,99.0,10.3,14.1,,3.1,11.0,14.2,0.0,0.0,1026.1,63,4.0
5m epilymnion 1991,2020-06-08,,0.5,,,98.0,9.8,15.6,,4.4,13.7,6.3,0.2,0.1,1015.0,75,2.8
5m epilymnion 1991,2020-07-06,,0.5,,,97.0,9.3,17.7,,8.1,14.7,6.4,1.0,1.7,1016.1,71,2.9
5m epilymnion 1991,2020-08-10,,4.1,,,102.0,9.1,21.5,,4.0,26.0,11.3,0.0,0.0,1015.0,61,4.3
5m epilymnion 1991,2020-09-15,,1.5,,,103.0,9.8,18.4,,1.7,22.1,10.9,0.0,0.0,1018.3,75,2.9
5m epilymnion 1991,2020-10-05,,2.1,,,93.0,9.4,14.3,,7.6,12.0,1.4,7.7,18.9,995.4,88,0.6
5m epilymnion 1991,2020-11-02,,0.5,,,97.7,10.3,12.8,,10.5,15.6,0.8,0.4,0.3,1006.3,78,0.4
5m epilymnion 1991,2021-01-08,,0.5,,,97.0,12.4,5.4,,1.5,1.6,4.0,1.8,0.3,1016.5,92,0.3
5m epilymnion 1991,2021-02-18,,0.5,,,101.0,13.3,4.0,,7.2,8.2,1.4,3.3,3.8,1007.7,80,0.6
5m epilymnion 1991,2021-03-08,,0.5,,,109.0,13.8,5.9,,3.9,4.9,3.6,7.7,3.8,1022.2,79,1.0
5m epilymnion 1991,2021-04-07,,0.5,,,102.0,12.5,7.3,,8.9,3.8,2.8,5.0,7.5,1017.3,79,1.2
5m epilymnion 1991,2021-05-03,,27.4,,,104.0,11.6,10.5,,6.7,10.3,3.1,1.0,0.7,1013.4,66,2.3
5m epilymnion 1991,2021-06-07,,0.5,,,98.0,10.0,15.2,,2.8,17.0,15.3,0.0,0.0,1024.3,67,5.1
5m epilymnion 1991,2021-07-05,,0.5,,,99.0,9.1,18.8,,4.3,17.2,3.2,0.8,2.1,1007.0,82,2.3
5m epilymnion 1991,2021-08-23,,1.5,,,99.0,9.3,18.9,,4.8,18.4,9.4,0.0,0.0,1025.0,73,3.5
5m epilymnion 1991,2021-09-13,,0.5,,,101.0,9.5,18.8,,2.7,15.5,4.3,0.0,0.0,1018.6,85,1.8
5m epilymnion 1991,2021-10-11,,0.5,,,98.0,10.2,14.4,,3.3,12.1,5.2,0.8,0.9,1026.3,82,1.3
5m epilymnion 1991,2021-11-11,,0.5,,,92.0,10.4,10.7,,2.7,10.3,0.0,0.7,0.2,1023.2,91,0.3
5m epilymnion 1991,2021-12-10,,0.5,,,96.0,11.6,6.6,,3.7,3.4,0.0,1.7,0.6,995.6,90,0.1
5m epilymnion 1991,2022-01-10,,,,,97.0,12.2,6.0,,2.5,2.4,3.7,0.0,0.0,1021.6,94,0.4
5m epilymnion 1991,2022-02-07,,,,,99.0,12.6,5.7,,8.1,6.4,6.9,0.2,0.2,1021.8,76,0.9
5m epilymnion 1991,2022-03-14,,,,,107.0,13.1,7.1,,4.5,9.3,6.6,0.2,0.2,1024.0,78,1.6
5m epilymnion 1991,2022-04-04,,,,,100.0,12.0,7.4,,9.3,7.7,0.0,14.5,12.0,1007.1,88,0.3
5m epilymnion 1991,2022-05-02,,,,,101.0,10.7,12.6,,2.8,11.1,13.3,0.0,0.0,1020.7,66,3.6
5m epilymnion 1991,2022-06-03,,,,,102.0,10.1,16.1,,5.4,16.9,13.4,0.0,0.0,1019.3,61,4.9
5m epilymnion 1991,2022-07-04,,,,,105.0,9.5,20.1,,4.3,17.3,13.4,0.0,0.0,1020.3,68,4.8
5m epilymnion 1991,2022-08-08,,,,,104.0,9.5,20.8,,2.8,17.9,5.7,0.0,0.0,1026.9,74,2.6
5m epilymnion 1991,2022-09-02,,,,,92.0,8.5,19.6,,4.4,19.7,10.2,0.0,0.0,1014.3,50,3.3
5m epilymnion 1991,2022-10-03,,,,,94.0,9.7,14.8,,2.1,12.7,2.1,0.0,0.0,1025.8,85,0.9
5m epilymnion 1991,2022-11-07,,,,,45.0,4.9,10.3,,8.0,12.8,0.1,6.0,5.1,1007.3,88,0.4
5m epilymnion 1991,2022-12-09,,,,,95.0,11.6,7.0,,2.1,-0.4,4.9,0.3,0.1,1006.6,98,0.3
5m epilymnion 1991,2023-01-09,,,,,101.0,12.0,7.2,,6.1,7.1,1.4,2.9,2.9,999.0,87,0.3
5m epilymnion 1991,2023-02-06,,,,,100.0,12.9,5.8,,1.7,4.1,4.8,0.0,0.0,1041.7,90,0.7
5m epilymnion 1991,2023-03-06,,,,,107.0,13.2,6.2,,4.8,4.1,2.1,5.4,4.8,1003.4,85,0.8
5m epilymnion 1991,2023-04-03,,,,,107.0,12.9,8.1,,4.9,5.7,12.0,0.0,0.0,1031.5,59,2.7
5m epilymnion 1991,2023-04-24,,0.5,,,106.0,11.3,10.6,,7.2,8.4,4.4,7.9,12.9,1005.6,84,1.6
5m epilymnion 1991,2023-05-15,,0.5,,,104.0,10.4,15.7,,4.8,10.4,0.5,0.6,0.3,1016.5,89,1.1
5m epilymnion 1991,2023-06-05,,0.5,,,103.0,10.1,17.2,,4.7,14.3,12.9,0.0,0.0,1023.0,73,4.7
5m epilymnion 1991,2023-06-27,,0.6,,,108.0,9.4,23.0,,3.8,17.6,4.5,3.9,1.5,1020.0,69,3.3
5m epilymnion 1991,2023-07-17,,0.5,,,98.0,9.1,19.2,,6.6,17.6,9.6,0.2,0.2,1017.9,72,3.9
5m epilymnion 1991,2023-08-11,,0.8,,,97.0,8.8,19.6,,4.3,20.5,7.0,0.0,-0.1,1018.5,77,3.4
5m epilymnion 1991,2023-08-28,,3.5,,,100.0,9.1,20.6,,2.6,16.1,10.9,0.0,-0.1,1012.5,80,3.3
5m epilymnion 1991,2023-09-18,,0.5,,,96.0,8.5,21.0,,7.0,18.9,5.9,2.9,16.0,1002.6,82,2.0
5m epilymnion 1991,2023-10-09,,,,,98.0,9.5,17.2,,4.0,17.5,0.5,0.0,-0.1,1019.8,88,0.9
Achter volkstuinen in de bocht achter de dijk,2009-01-22,,,,,48.0,6.4,2.2,,8.8,4.5,0.0,7.2,6.9,992.2,90,0.1
Achter volkstuinen in de bocht achter de dijk,2009-02-26,,,,,97.0,12.3,5.3,,8.2,6.6,2.7,2.3,0.4,1019.5,87,0.8
Achter volkstuinen in de bocht achter de dijk,2009-03-26,,,,,30.0,3.6,7.1,,7.1,7.4,0.6,5.8,2.3,1000.0,89,0.4
Achter volkstuinen in de bocht achter de dijk,2009-04-24,,,,,54.0,5.6,13.9,,4.7,13.2,13.3,0.0,0.0,1018.8,62,3.7
Achter volkstuinen in de bocht achter de dijk,2009-05-28,,,,,53.0,5.4,15.4,,5.0,14.9,12.9,0.0,0.0,1027.9,78,4.5
Achter volkstuinen in de bocht achter de dijk,2009-06-25,,,,,57.0,5.1,20.5,,6.1,20.4,13.3,0.0,0.0,1014.4,64,5.0
Achter volkstuinen in de bocht achter de dijk,2009-07-30,,,,,61.0,5.5,20.4,,7.7,16.1,9.3,1.5,2.0,1017.2,74,3.2
Achter volkstuinen in de bocht achter de dijk,2009-08-28,,,,,50.0,4.7,18.8,,8.3,16.1,7.1,4.3,15.0,1010.8,73,2.6
Achter volkstuinen in de bocht achter de dijk,2009-09-28,,,,,50.0,5.1,14.7,,4.6,15.3,2.0,0.0,-0.1,1023.3,83,1.2
Achter volkstuinen in de bocht achter de dijk,2009-10-28,,,,,83.0,8.8,12.7,,3.2,11.9,6.7,0.0,0.0,1018.9,87,1.1
Achter volkstuinen in de bocht achter de dijk,2009-11-24,,,,,80.0,9.2,8.9,,9.5,11.9,0.4,1.4,0.4,1006.4,83,0.2
Achter volkstuinen in de bocht achter de dijk,2010-03-03,,,,,115.0,15.2,3.9,,2.8,2.1,8.5,0.0,0.0,1023.3,80,1.1
Achter volkstuinen in de bocht achter de dijk,2010-03-31,,,,,54.0,6.1,8.6,,9.3,6.4,3.2,5.5,4.2,994.2,80,1.1
Achter volkstuinen in de bocht achter de dijk,2010-04-29,,,,,73.0,6.9,,,2.7,16.8,7.0,1.7,1.8,1010.3,64,3.3
Achter volkstuinen in de bocht achter de dijk,2010-05-27,,,,,66.0,6.3,,,2.0,10.7,1.1,2.5,0.5,1010.1,69,1.8
Achter volkstuinen in de bocht achter de dijk,2010-06-14,,,,,154.0,13.9,,,5.0,16.0,12.1,0.0,0.0,1017.4,66,4.7
Achter volkstuinen in de bocht achter de dijk,2010-07-01,,,,,88.0,7.3,,,2.4,21.3,7.6,0.0,0.0,1014.8,67,4.3
Achter volkstuinen in de bocht achter de dijk,2010-08-04,,,,,64.0,5.7,20.5,,4.8,16.6,2.0,3.5,13.8,1006.5,83,1.4
Achter volkstuinen in de bocht achter de dijk,2010-09-01,,,,,120.0,11.6,17.1,,1.5,13.4,2.2,0.0,0.0,1021.7,80,1.6
Achter volkstuinen in de bocht achter de dijk,2010-10-04,,,,,14.0,1.6,15.2,,4.1,17.8,1.6,0.0,0.0,1000.4,79,1.1
Achter volkstuinen in de bocht achter de dijk,2010-11-03,,,,,43.0,4.6,10.7,,8.0,12.8,2.0,4.8,2.9,1010.5,83,0.7
Achter volkstuinen in de bocht achter de dijk,2011-01-19,,,,,55.0,7.0,5.4,0.6,3.5,3.6,2.2,1.6,2.2,1030.1,92,0.3
Achter volkstuinen in de bocht achter de dijk,2011-02-02,,,,,57.0,8.3,0.9,0.5,7.0,4.4,0.0,1.7,3.0,1024.9,95,0.2
Achter volkstuinen in de bocht achter de dijk,2011-03-02,,,,,94.0,12.9,3.0,0.4,6.9,1.9,8.7,0.0,0.0,1035.9,83,1.3
Achter volkstuinen in de bocht achter de dijk,2011-04-06,,,,,27.0,3.0,11.2,0.15,5.8,13.4,6.1,0.0,0.0,1025.2,80,2.0
Achter volkstuinen in de bocht achter de dijk,2011-05-03,,,,,78.0,8.1,13.2,0.2,5.4,8.6,14.0,0.0,0.0,1018.4,51,3.8
Achter volkstuinen in de bocht achter de dijk,2011-06-15,,,,,76.0,7.5,16.3,0.5,3.2,16.9,5.8,1.7,2.1,1015.7,76,2.6
Achter volkstuinen in de bocht achter de dijk,2011-07-05,,,,,39.0,3.7,18.1,0.4,2.5,18.2,12.9,0.0,0.0,1013.2,69,4.9
Achter volkstuinen in de bocht achter de dijk,2011-08-09,,,,,59.0,5.5,18.9,0.3,7.4,14.4,7.1,0.5,1.4,1018.2,76,2.8
Achter volkstuinen in de bocht achter de dijk,2011-09-01,,,,,60.0,6.0,15.4,0.6,1.8,12.9,4.7,0.0,0.0,1015.8,81,2.2
Achter volkstuinen in de bocht achter de dijk,2011-10-06,,,,,17.0,1.6,15.7,0.4,10.3,13.8,3.3,4.3,6.9,1006.2,72,1.1
Achter volkstuinen in de bocht achter de dijk,2011-11-01,,,,,14.0,1.5,10.9,0.3,4.1,12.6,6.2,4.4,1.8,1011.9,92,1.0
Achter volkstuinen in de bocht achter de dijk,2011-11-30,,,,,65.0,8.1,6.3,0.4,5.8,7.7,6.3,0.0,0.0,1021.6,83,0.5
Adam-west Frans Bastiaansestr,2020-01-07,,,,,43.0,5.3,6.9,0.8,6.3,6.8,3.1,0.3,0.1,1023.0,92,0.4
Adam-west Frans Bastiaansestr,2020-02-07,,,,,21.0,2.7,5.8,0.8,4.6,4.3,8.2,0.0,0.0,1024.2,78,0.9
Adam-west Frans Bastiaansestr,2020-03-02,,,,,52.0,6.2,5.9,0.8,4.5,5.0,0.0,9.2,5.4,990.2,91,0.3
Adam-west Frans Bastiaansestr,2020-04-06,,0.5,,,169.0,17.9,12.1,0.4,5.7,13.1,8.7,0.0,-0.1,1019.4,63,2.7
Adam-west Frans Bastiaansestr,2020-05-05,,0.5,,,132.0,13.9,13.6,0.3,4.6,9.3,13.7,0.0,0.0,1023.0,64,3.6
Adam-west Frans Bastiaansestr,2020-06-02,,1.0,,,47.0,4.3,19.5,0.8,3.0,19.1,13.4,0.0,0.0,1015.8,63,4.7
Adam-west Frans Bastiaansestr,2020-07-01,,1.1,,,29.0,2.7,18.6,0.8,6.3,17.7,6.3,1.0,0.6,1005.7,78,3.3
Adam-west Frans Bastiaansestr,2020-08-04,,0.8,,,32.0,3.0,18.6,0.8,3.0,16.9,13.7,0.0,0.0,1016.4,63,4.3
Adam-west Frans Bastiaansestr,2020-09-01,,0.5,,,52.0,5.2,18.0,0.8,1.8,14.0,4.5,0.0,0.0,1020.1,77,1.3
Adam-west Frans Bastiaansestr,2020-10-01,,,,,41.0,3.9,16.1,0.6,5.3,13.5,0.0,6.3,4.2,999.2,90,0.5
Adam-west Frans Bastiaansestr,2020-11-02,,,,,48.0,4.8,15.0,0.8,10.5,15.6,0.8,0.4,0.3,1006.3,78,0.4
Adam-west Frans Bastiaansestr,2020-12-01,,,,,55.0,6.7,7.9,0.6,6.0,8.4,3.0,4.2,3.7,1017.2,84,0.4
Adam-west Frans Bastiaansestr,2021-01-04,,,,,44.0,5.6,5.6,0.7,7.5,3.2,0.0,3.4,1.1,1018.4,83,0.1
Adam-west Frans Bastiaansestr,2021-02-01,,,,,41.0,5.2,4.9,0.8,3.0,0.8,0.0,7.6,1.7,996.1,92,0.2
Adam-west Frans Bastiaansestr,2021-03-01,,,,,74.0,9.3,6.4,0.8,4.3,5.7,6.2,0.0,0.0,1033.7,84,1.2
Adam-west Frans Bastiaansestr,2021-04-01,,0.5,,,121.0,13.5,11.2,0.6,5.0,9.0,10.5,0.0,0.0,1023.8,73,2.6
Adam-west Frans Bastiaansestr,2021-05-03,,39.4,,,155.0,17.5,10.7,0.5,6.7,10.3,3.1,1.0,0.7,1013.4,66,2.3
Adam-west Frans Bastiaansestr,2021-06-01,,0.5,,,23.0,2.2,17.6,0.8,3.7,18.8,15.2,0.0,0.0,1016.9,51,5.4
Adam-west Frans Bastiaansestr,2021-07-01,,0.7,,,24.0,2.3,17.7,0.5,5.3,15.3,1.0,0.5,0.4,1015.2,85,1.8
Adam-west Frans Bastiaansestr,2021-08-02,,0.5,,,24.0,2.3,18.0,0.8,2.7,14.8,7.3,0.0,-0.1,1014.2,75,3.1
Adam-west Frans Bastiaansestr,2021-09-07,,1.2,,,96.0,9.0,19.1,0.7,2.0,19.5,8.9,0.0,0.0,1022.6,74,3.0
Adam-west Frans Bastiaansestr,2021-10-01,,,,,33.0,3.4,14.2,0.7,6.3,13.4,0.2,7.3,12.3,1012.2,85,0.6
Adam-west Frans Bastiaansestr,2021-11-01,,,,,24.0,2.6,11.0,0.8,7.3,9.5,7.9,0.0,-0.1,996.4,83,1.1
Adam-west Frans Bastiaansestr,2021-12-01,,,,,36.0,4.1,9.1,0.8,9.8,8.0,0.3,6.9,4.5,992.6,82,0.2
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2021-04-02,,0.5,310.0,130.0,,,,,4.8,5.8,0.8,0.0,-0.1,1027.4,76,0.8
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2021-05-03,,99.8,250.0,15.0,,,,,6.7,10.3,3.1,1.0,0.7,1013.4,66,2.3
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2021-06-03,,2.7,550.0,15.0,,,,,3.8,19.6,10.0,0.0,0.0,1018.3,75,4.4
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2021-07-01,,1.0,140.0,20.0,,,,,5.3,15.3,1.0,0.5,0.4,1015.2,85,1.8
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2021-08-06,,1.4,780.0,50.0,,,,,7.2,18.6,5.5,0.6,1.0,1001.0,76,2.5
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2021-09-08,,0.6,270.0,30.0,,,,,3.4,20.4,12.2,0.0,0.0,1015.4,69,3.4
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2022-04-05,,1.0,90.0,15.0,,,,,7.2,10.0,0.0,2.6,0.7,1004.6,85,0.8
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2022-05-10,,0.6,140.0,30.0,,,,,6.3,16.5,1.5,0.0,-0.1,1015.5,63,2.1
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2022-06-01,,0.5,200.0,15.0,,,,,4.4,12.1,10.8,0.6,0.3,1015.8,78,3.2
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2022-07-08,,0.7,140.0,15.0,,,,,3.7,17.4,11.6,0.0,0.0,1030.6,75,4.7
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2022-08-02,,1.0,230.0,20.0,,,,,5.5,20.8,11.2,0.0,0.0,1015.9,68,4.2
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2022-09-02,,0.5,560.0,15.0,,,,,4.4,19.7,10.2,0.0,0.0,1014.3,50,3.3
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2023-04-03,,0.5,220.0,15.0,,,,,4.9,5.7,12.0,0.0,0.0,1031.5,59,2.7
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2023-05-02,,1.9,130.0,50.0,,,,,4.1,9.1,7.0,0.0,0.0,1026.8,66,2.9
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2023-06-07,,0.5,110.0,15.0,,,,,4.5,15.3,12.7,0.0,0.0,1021.3,75,4.7
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2023-07-07,,0.9,110.0,30.0,,,,,3.8,21.2,15.2,0.0,0.0,1018.9,56,5.5
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2023-08-01,,1.2,1200.0,140.0,,,,,7.2,17.5,4.6,1.4,3.8,999.5,79,2.6
"Admiralengracht steiger thv Joos Banckerplantsoen 60, Amsterdam",2023-09-01,,1.3,180.0,15.0,,,,,2.3,16.5,0.7,1.9,4.6,1013.1,88,1.4
Als GGP050 op 10 m,2012-03-26,,0.0,,,96.0,11.8,7.1,,3.3,10.1,11.5,0.0,0.0,1036.6,69,2.5
Als GGP050 op 10 m,2012-04-23,,0.0,,,82.0,9.3,8.9,,5.5,9.5,3.5,4.6,6.7,998.4,77,1.9
Als GGP050 op 10 m,2012-05-29,,0.0,,,73.0,8.2,10.0,,2.9,13.2,3.7,0.0,-0.1,1016.6,82,1.9
Als GGP050 op 10 m,2012-07-23,,0.0,,,52.0,5.7,12.4,,3.3,19.9,14.9,0.0,0.0,1024.3,62,4.8
Als GGP050 op 10 m,2012-08-20,,2.0,,,60.0,5.7,17.9,,3.1,20.3,10.1,0.0,0.0,1019.2,86,3.7
Als GGP050 op 10 m,2012-09-24,,0.5,,,77.0,7.6,14.8,,8.1,13.9,2.1,4.5,8.6,990.9,88,1.0
Als GGP050 op 10 m,2012-10-30,,0.5,,,78.0,8.4,11.2,,2.6,6.9,0.9,2.7,2.8,1002.7,90,0.4
Als GGP050 op 10 m,2012-11-26,,,,,68.0,8.0,7.9,,4.8,7.7,1.6,2.2,1.2,1002.6,89,0.3
Als GGP050 op 10 m,2012-12-11,,,,,59.0,7.4,5.7,,3.2,0.5,5.8,0.4,0.5,1026.2,86,0.4
Als GGP050 op 10 m,2013-02-19,,,,,85.0,11.2,3.9,,3.5,3.3,0.0,1.3,0.2,1019.0,86,0.3
Als GGP050 op 10 m,2013-03-28,,0.5,,,90.0,12.0,3.0,,5.8,0.1,8.8,0.0,-0.1,1011.1,65,1.5
Als GGP050 op 10 m,2013-04-22,,0.5,,,116.0,13.6,8.2,,4.9,8.8,10.2,0.0,0.0,1016.3,72,2.7
Als GGP050 op 10 m,2013-05-30,,0.5,,,77.0,8.7,9.3,,2.9,13.4,3.1,0.6,0.2,1008.1,83,2.3
Als GGP050 op 10 m,2013-06-20,,0.5,,,81.0,8.9,10.9,,3.0,19.0,1.2,1.7,2.4,1011.8,90,1.8
Als GGP050 op 10 m,2013-07-22,,0.5,,,71.0,7.6,11.2,,2.1,25.3,11.0,0.0,0.0,1016.1,62,4.9
Als GGP050 op 10 m,2013-08-26,,0.5,,,50.0,5.5,10.7,,4.9,18.8,12.9,0.0,0.0,1017.6,64,3.9
Als GGP050 op 10 m,2013-09-23,,0.7,,,41.0,4.6,10.8,,3.3,16.1,1.0,0.0,0.0,1024.5,93,1.1
Als GGP050 op 10 m,2013-10-30,,0.5,,,82.0,8.9,11.7,,5.6,10.2,7.9,0.0,-0.1,1020.4,77,1.1
Als GGP050 op 10 m,2013-11-27,,,,,61.0,7.3,8.1,,3.3,7.8,0.0,3.5,0.5,1032.2,93,0.2
Als GGP050 op 10 m,2013-12-09,,,,,69.0,8.4,7.2,,6.6,9.0,4.7,0.3,0.1,1027.7,90,0.4
Als GGP050 op 10 m,2014-01-28,,,,,,8.2,5.3,,7.5,4.4,0.2,0.5,0.1,994.5,80,0.2
Als GGP050 op 10 m,2014-02-25,,,,,,11.6,5.8,,6.4,8.1,1.3,1.5,2.7,1006.2,82,0.6
Als GGP050 op 10 m,2014-03-19,,0.5,,,,11.9,7.7,,8.6,10.1,6.2,0.0,-0.1,1019.9,78,1.9
Als GGP050 op 10 m,2014-04-17,,0.5,,,,11.3,9.3,,6.5,10.7,6.1,1.5,1.6,1018.6,65,2.4
Als GGP050 op 10 m,2014-05-28,,0.5,,,,6.7,11.8,,2.9,13.3,0.0,10.1,4.6,1012.0,96,0.5
Als GGP050 op 10 m,2014-06-26,,0.8,,,,6.4,13.6,,2.0,16.6,10.2,0.0,0.0,1015.5,69,4.1
Als GGP050 op 10 m,2014-07-23,,0.9,,,,4.4,14.9,,6.1,23.5,13.2,0.0,0.0,1019.0,65,5.3
